Opening all_modis_10k.txt
Run Date dhours1 sep1 aetype1 cloudfrac1 dbod1 dbae1 dhours2 sep2 aetype2 cloudfrac2 dbod2 dbae2
53367 2009-08-30 02:27:34 -18.0 2.2 1.00 0.63 0.09 1.50 6.6 3.9 3.00 0.55 -10.00 -10.00
53368 2009-08-30 02:58:18 -18.6 2.2 1.00 0.63 0.09 1.50 6.1 3.9 3.00 0.55 -10.00 -10.00
53397 2009-08-31 02:18:04 -17.2 3.9 3.00 0.55 -10.00 -10.00 7.5 12.3 3.00 0.00 0.15 0.00
53398 2009-08-31 03:26:14 -18.4 3.9 3.00 0.55 -10.00 -10.00 6.4 12.3 3.00 0.00 0.15 0.00
53413 2009-09-01 03:00:02 -17.2 12.3 3.00 0.00 0.15 0.00 5.9 3.6 1.00 0.00 0.33 0.00
53440 2009-09-06 18:02:15 -8.9 4.3 3.00 0.00 0.23 0.00 39.0 1.3 1.00 0.00 0.19 0.84
53476 2009-09-07 18:11:06 -33.0 4.3 3.00 0.00 0.23 0.00 14.8 1.3 1.00 0.00 0.19 0.84
53477 2009-09-07 18:41:42 -33.5 4.3 3.00 0.00 0.23 0.00 14.3 1.3 1.00 0.00 0.19 0.84
53510 2009-09-08 18:02:08 -9.0 1.3 1.00 0.00 0.19 0.84 15.7 6.2 3.00 0.00 0.09 1.50
53511 2009-09-08 18:32:47 -9.5 1.3 1.00 0.00 0.19 0.84 15.2 6.2 3.00 0.00 0.09 1.50
53512 2009-09-08 19:03:24 -10.1 1.3 1.00 0.00 0.19 0.84 14.7 6.2 3.00 0.00 0.09 1.50
53513 2009-09-08 19:34:50 -10.6 1.3 1.00 0.00 0.19 0.84 14.2 6.2 3.00 0.00 0.09 1.50
53514 2009-09-08 20:05:19 -11.1 1.3 1.00 0.00 0.19 0.84 13.7 6.2 3.00 0.00 0.09 1.50
53523 2009-09-09 18:02:22 -8.3 6.2 3.00 0.00 0.09 1.50 14.8 3.4 1.00 0.00 0.25 0.96
53524 2009-09-09 18:32:58 -8.8 6.2 3.00 0.00 0.09 1.50 14.3 3.4 1.00 0.00 0.25 0.96
53526 2009-09-09 19:15:41 -9.5 6.2 3.00 0.00 0.09 1.50 13.6 3.4 1.00 0.00 0.25 0.96
53528 2009-09-09 19:23:47 -9.6 6.2 3.00 0.00 0.09 1.50 13.4 3.4 1.00 0.00 0.25 0.96
53529 2009-09-09 19:54:13 -10.2 6.2 3.00 0.00 0.09 1.50 12.9 3.4 1.00 0.00 0.25 0.96
53530 2009-09-09 20:24:36 -10.7 6.2 3.00 0.00 0.09 1.50 12.4 3.4 1.00 0.00 0.25 0.96
53541 2009-09-10 18:02:38 -9.2 3.4 1.00 0.00 0.25 0.96 15.5 6.5 3.00 0.00 0.24 0.00
53542 2009-09-10 18:33:04 -9.7 3.4 1.00 0.00 0.25 0.96 14.9 6.5 3.00 0.00 0.24 0.00
53543 2009-09-10 19:04:41 -10.2 3.4 1.00 0.00 0.25 0.96 14.4 6.5 3.00 0.00 0.24 0.00
53544 2009-09-10 19:35:16 -10.8 3.4 1.00 0.00 0.25 0.96 13.9 6.5 3.00 0.00 0.24 0.00
53545 2009-09-10 20:05:42 -11.3 3.4 1.00 0.00 0.25 0.96 13.4 6.5 3.00 0.00 0.24 0.00
53546 2009-09-10 20:36:12 -11.8 3.4 1.00 0.00 0.25 0.96 12.9 6.5 3.00 0.00 0.24 0.00
53547 2009-09-10 21:06:57 -12.3 3.4 1.00 0.00 0.25 0.96 12.4 6.5 3.00 0.00 0.24 0.00
53548 2009-09-10 21:37:31 -12.8 3.4 1.00 0.00 0.25 0.96 11.9 6.5 3.00 0.00 0.24 0.00
53555 2009-09-11 18:02:51 -8.5 6.5 3.00 0.00 0.24 0.00 14.5 3.3 -9999.00 1.00 -10.00 -10.00
53556 2009-09-11 18:33:16 -9.1 6.5 3.00 0.00 0.24 0.00 14.0 3.3 -9999.00 1.00 -10.00 -10.00
53557 2009-09-11 19:04:56 -9.6 6.5 3.00 0.00 0.24 0.00 13.5 3.3 -9999.00 1.00 -10.00 -10.00
53558 2009-09-11 19:35:27 -10.1 6.5 3.00 0.00 0.24 0.00 13.0 3.3 -9999.00 1.00 -10.00 -10.00
53559 2009-09-11 20:05:57 -10.6 6.5 3.00 0.00 0.24 0.00 12.5 3.3 -9999.00 1.00 -10.00 -10.00
53560 2009-09-11 20:36:38 -11.1 6.5 3.00 0.00 0.24 0.00 12.0 3.3 -9999.00 1.00 -10.00 -10.00
53561 2009-09-11 21:07:10 -11.6 6.5 3.00 0.00 0.24 0.00 11.5 3.3 -9999.00 1.00 -10.00 -10.00
53562 2009-09-11 21:39:15 -12.2 6.5 3.00 0.00 0.24 0.00 10.9 3.3 -9999.00 1.00 -10.00 -10.00
53567 2009-09-11 22:28:04 -13.0 6.5 3.00 0.00 0.24 0.00 10.1 3.3 -9999.00 1.00 -10.00 -10.00
53568 2009-09-11 22:58:36 -13.5 6.5 3.00 0.00 0.24 0.00 9.6 3.3 -9999.00 1.00 -10.00 -10.00
53581 2009-09-13 19:32:38 -10.2 4.6 3.00 0.00 0.27 0.00 12.9 5.1 1.00 0.00 0.12 0.00
53582 2009-09-13 20:11:53 -10.9 4.6 3.00 0.00 0.27 0.00 12.2 5.1 1.00 0.00 0.12 0.00
53583 2009-09-13 20:42:26 -11.4 4.6 3.00 0.00 0.27 0.00 11.7 5.1 1.00 0.00 0.12 0.00
53584 2009-09-13 21:12:57 -11.9 4.6 3.00 0.00 0.27 0.00 11.2 5.1 1.00 0.00 0.12 0.00
53585 2009-09-13 21:31:23 -12.2 4.6 3.00 0.00 0.27 0.00 10.9 5.1 1.00 0.00 0.12 0.00
53586 2009-09-13 22:01:59 -12.7 4.6 3.00 0.00 0.27 0.00 10.4 5.1 1.00 0.00 0.12 0.00
53587 2009-09-13 22:35:38 -13.3 4.6 3.00 0.00 0.27 0.00 9.8 5.1 1.00 0.00 0.12 0.00
53599 2009-09-14 18:03:48 -9.6 5.1 1.00 0.00 0.12 0.00 15.0 3.0 -9999.00 0.50 0.35 0.72
53600 2009-09-14 18:34:24 -10.2 5.1 1.00 0.00 0.12 0.00 14.5 3.0 -9999.00 0.50 0.35 0.72
53601 2009-09-14 19:04:57 -10.7 5.1 1.00 0.00 0.12 0.00 14.0 3.0 -9999.00 0.50 0.35 0.72
53602 2009-09-14 19:36:29 -11.2 5.1 1.00 0.00 0.12 0.00 13.5 3.0 -9999.00 0.50 0.35 0.72
53603 2009-09-14 20:07:07 -11.7 5.1 1.00 0.00 0.12 0.00 13.0 3.0 -9999.00 0.50 0.35 0.72
53605 2009-09-14 21:06:54 -12.7 5.1 1.00 0.00 0.12 0.00 12.0 3.0 -9999.00 0.50 0.35 0.72
53606 2009-09-14 21:39:04 -13.2 5.1 1.00 0.00 0.12 0.00 11.4 3.0 -9999.00 0.50 0.35 0.72
53607 2009-09-14 22:10:07 -13.8 5.1 1.00 0.00 0.12 0.00 10.9 3.0 -9999.00 0.50 0.35 0.72
53608 2009-09-14 22:43:17 -14.3 5.1 1.00 0.00 0.12 0.00 10.4 3.0 -9999.00 0.50 0.35 0.72
53609 2009-09-14 23:13:50 -14.8 5.1 1.00 0.00 0.12 0.00 9.9 3.0 -9999.00 0.50 0.35 0.72
53610 2009-09-14 23:45:55 -15.3 5.1 1.00 0.00 0.12 0.00 9.3 3.0 -9999.00 0.50 0.35 0.72
53611 2009-09-15 00:16:30 -15.9 5.1 1.00 0.00 0.12 0.00 8.8 3.0 -9999.00 0.50 0.35 0.72
53612 2009-09-15 00:22:50 -16.0 5.1 1.00 0.00 0.12 0.00 8.7 3.0 -9999.00 0.50 0.35 0.72
53613 2009-09-15 00:55:12 -16.5 5.1 1.00 0.00 0.12 0.00 8.2 3.0 -9999.00 0.50 0.35 0.72
53614 2009-09-15 01:25:42 -17.0 5.1 1.00 0.00 0.12 0.00 7.7 3.0 -9999.00 0.50 0.35 0.72
53623 2009-09-15 18:04:05 -9.0 3.0 -9999.00 0.50 0.35 0.72 15.8 11.8 3.00 0.65 0.22 0.00
53624 2009-09-15 18:34:35 -9.5 3.0 -9999.00 0.50 0.35 0.72 15.3 11.8 3.00 0.65 0.22 0.00
53625 2009-09-15 19:05:05 -10.0 3.0 -9999.00 0.50 0.35 0.72 14.7 11.8 3.00 0.65 0.22 0.00
53626 2009-09-15 19:36:22 -10.5 3.0 -9999.00 0.50 0.35 0.72 14.2 11.8 3.00 0.65 0.22 0.00
53627 2009-09-15 20:06:46 -11.0 3.0 -9999.00 0.50 0.35 0.72 13.7 11.8 3.00 0.65 0.22 0.00
53628 2009-09-15 20:37:27 -11.5 3.0 -9999.00 0.50 0.35 0.72 13.2 11.8 3.00 0.65 0.22 0.00
53629 2009-09-15 21:07:46 -12.0 3.0 -9999.00 0.50 0.35 0.72 12.7 11.8 3.00 0.65 0.22 0.00
53630 2009-09-15 21:40:07 -12.6 3.0 -9999.00 0.50 0.35 0.72 12.2 11.8 3.00 0.65 0.22 0.00
53631 2009-09-15 22:10:32 -13.1 3.0 -9999.00 0.50 0.35 0.72 11.7 11.8 3.00 0.65 0.22 0.00
53632 2009-09-15 22:41:33 -13.6 3.0 -9999.00 0.50 0.35 0.72 11.1 11.8 3.00 0.65 0.22 0.00
53642 2009-09-16 18:04:24 -8.2 11.8 3.00 0.65 0.22 0.00 14.8 2.4 -9999.00 1.00 -10.00 -10.00
53643 2009-09-16 18:34:56 -8.7 11.8 3.00 0.65 0.22 0.00 14.3 2.4 -9999.00 1.00 -10.00 -10.00
53644 2009-09-16 19:05:20 -9.3 11.8 3.00 0.65 0.22 0.00 13.8 2.4 -9999.00 1.00 -10.00 -10.00
53645 2009-09-16 19:36:47 -9.8 11.8 3.00 0.65 0.22 0.00 13.3 2.4 -9999.00 1.00 -10.00 -10.00
53646 2009-09-16 20:07:16 -10.3 11.8 3.00 0.65 0.22 0.00 12.8 2.4 -9999.00 1.00 -10.00 -10.00
53647 2009-09-16 20:38:02 -10.8 11.8 3.00 0.65 0.22 0.00 12.3 2.4 -9999.00 1.00 -10.00 -10.00
53648 2009-09-16 21:08:25 -11.3 11.8 3.00 0.65 0.22 0.00 11.8 2.4 -9999.00 1.00 -10.00 -10.00
53649 2009-09-16 21:40:47 -11.8 11.8 3.00 0.65 0.22 0.00 11.2 2.4 -9999.00 1.00 -10.00 -10.00
53650 2009-09-16 22:11:46 -12.4 11.8 3.00 0.65 0.22 0.00 10.7 2.4 -9999.00 1.00 -10.00 -10.00
53651 2009-09-16 22:42:12 -12.9 11.8 3.00 0.65 0.22 0.00 10.2 2.4 -9999.00 1.00 -10.00 -10.00
53652 2009-09-16 23:15:01 -13.4 11.8 3.00 0.65 0.22 0.00 9.7 2.4 -9999.00 1.00 -10.00 -10.00
53653 2009-09-16 23:45:46 -13.9 11.8 3.00 0.65 0.22 0.00 9.2 2.4 -9999.00 1.00 -10.00 -10.00
53654 2009-09-17 00:17:23 -14.5 11.8 3.00 0.65 0.22 0.00 8.6 2.4 -9999.00 1.00 -10.00 -10.00
53655 2009-09-17 00:49:50 -15.0 11.8 3.00 0.65 0.22 0.00 8.1 2.4 -9999.00 1.00 -10.00 -10.00
53656 2009-09-17 01:20:20 -15.5 11.8 3.00 0.65 0.22 0.00 7.6 2.4 -9999.00 1.00 -10.00 -10.00
53657 2009-09-17 01:50:34 -16.0 11.8 3.00 0.65 0.22 0.00 7.1 2.4 -9999.00 1.00 -10.00 -10.00
53658 2009-09-17 02:21:58 -16.5 11.8 3.00 0.65 0.22 0.00 6.6 2.4 -9999.00 1.00 -10.00 -10.00
53659 2009-09-17 02:53:38 -17.1 11.8 3.00 0.65 0.22 0.00 6.0 2.4 -9999.00 1.00 -10.00 -10.00
53668 2009-09-17 18:04:53 -9.2 2.4 -9999.00 1.00 -10.00 -10.00 15.5 3.7 3.00 0.00 0.13 1.50
53669 2009-09-17 18:35:25 -9.7 2.4 -9999.00 1.00 -10.00 -10.00 15.0 3.7 3.00 0.00 0.13 1.50
53670 2009-09-17 19:05:58 -10.2 2.4 -9999.00 1.00 -10.00 -10.00 14.5 3.7 3.00 0.00 0.13 1.50
53671 2009-09-17 19:37:22 -10.7 2.4 -9999.00 1.00 -10.00 -10.00 14.0 3.7 3.00 0.00 0.13 1.50
53673 2009-09-17 20:18:59 -11.4 2.4 -9999.00 1.00 -10.00 -10.00 13.3 3.7 3.00 0.00 0.13 1.50
53674 2009-09-17 20:49:33 -11.9 2.4 -9999.00 1.00 -10.00 -10.00 12.8 3.7 3.00 0.00 0.13 1.50
53675 2009-09-17 21:22:01 -12.5 2.4 -9999.00 1.00 -10.00 -10.00 12.2 3.7 3.00 0.00 0.13 1.50
53676 2009-09-17 21:52:30 -13.0 2.4 -9999.00 1.00 -10.00 -10.00 11.7 3.7 3.00 0.00 0.13 1.50
53677 2009-09-17 22:23:31 -13.5 2.4 -9999.00 1.00 -10.00 -10.00 11.2 3.7 3.00 0.00 0.13 1.50
53678 2009-09-17 22:56:28 -14.0 2.4 -9999.00 1.00 -10.00 -10.00 10.6 3.7 3.00 0.00 0.13 1.50
53679 2009-09-17 23:27:02 -14.5 2.4 -9999.00 1.00 -10.00 -10.00 10.1 3.7 3.00 0.00 0.13 1.50
53680 2009-09-17 23:58:19 -15.1 2.4 -9999.00 1.00 -10.00 -10.00 9.6 3.7 3.00 0.00 0.13 1.50
53681 2009-09-18 00:28:49 -15.6 2.4 -9999.00 1.00 -10.00 -10.00 9.1 3.7 3.00 0.00 0.13 1.50
53682 2009-09-18 01:01:50 -16.1 2.4 -9999.00 1.00 -10.00 -10.00 8.6 3.7 3.00 0.00 0.13 1.50
53683 2009-09-18 01:32:28 -16.6 2.4 -9999.00 1.00 -10.00 -10.00 8.0 3.7 3.00 0.00 0.13 1.50
53684 2009-09-18 02:08:37 -17.2 2.4 -9999.00 1.00 -10.00 -10.00 7.4 3.7 3.00 0.00 0.13 1.50
53685 2009-09-18 02:11:00 -17.3 2.4 -9999.00 1.00 -10.00 -10.00 7.4 3.7 3.00 0.00 0.13 1.50
53686 2009-09-18 02:41:22 -17.8 2.4 -9999.00 1.00 -10.00 -10.00 6.9 3.7 3.00 0.00 0.13 1.50
53697 2009-09-18 18:04:42 -8.5 3.7 3.00 0.00 0.13 1.50 14.6 6.9 1.00 0.61 -10.00 -10.00
53698 2009-09-18 18:36:17 -9.0 3.7 3.00 0.00 0.13 1.50 14.1 6.9 1.00 0.61 -10.00 -10.00
