Opening all_modis_10k.txt
Run Date dhours1 sep1 aetype1 cloudfrac1 dbod1 dbae1 dhours2 sep2 aetype2 cloudfrac2 dbod2 dbae2
68599 2011-11-27 21:16:52 -11.7 3.1 3.00 0.20 0.18 1.03 11.4 10.6 1.00 0.03 0.22 0.81
68600 2011-11-27 21:47:11 -12.2 3.1 3.00 0.20 0.18 1.03 10.9 10.6 1.00 0.03 0.22 0.81
68601 2011-11-27 22:17:30 -12.7 3.1 3.00 0.20 0.18 1.03 10.4 10.6 1.00 0.03 0.22 0.81
68602 2011-11-27 22:47:41 -13.2 3.1 3.00 0.20 0.18 1.03 9.9 10.6 1.00 0.03 0.22 0.81
68604 2011-11-27 23:32:58 -14.0 3.1 3.00 0.20 0.18 1.03 9.1 10.6 1.00 0.03 0.22 0.81
68607 2011-11-28 00:00:17 -14.4 3.1 3.00 0.20 0.18 1.03 8.7 10.6 1.00 0.03 0.22 0.81
68608 2011-11-28 00:30:28 -14.9 3.1 3.00 0.20 0.18 1.03 8.2 10.6 1.00 0.03 0.22 0.81
68609 2011-11-28 01:00:31 -15.4 3.1 3.00 0.20 0.18 1.03 7.7 10.6 1.00 0.03 0.22 0.81
68610 2011-11-28 01:30:26 -15.9 3.1 3.00 0.20 0.18 1.03 7.2 10.6 1.00 0.03 0.22 0.81
68611 2011-11-28 02:00:21 -16.4 3.1 3.00 0.20 0.18 1.03 6.7 10.6 1.00 0.03 0.22 0.81
68618 2011-11-28 20:33:04 -11.9 10.6 1.00 0.03 0.22 0.81 12.9 4.8 3.00 0.72 0.20 1.03
68619 2011-11-28 21:04:13 -12.4 10.6 1.00 0.03 0.22 0.81 12.3 4.8 3.00 0.72 0.20 1.03
68621 2011-11-28 21:48:32 -13.1 10.6 1.00 0.03 0.22 0.81 11.6 4.8 3.00 0.72 0.20 1.03
68622 2011-11-28 21:58:15 -13.3 10.6 1.00 0.03 0.22 0.81 11.4 4.8 3.00 0.72 0.20 1.03
68624 2011-11-28 22:14:21 -13.6 10.6 1.00 0.03 0.22 0.81 11.2 4.8 3.00 0.72 0.20 1.03
68625 2011-11-28 22:44:31 -14.1 10.6 1.00 0.03 0.22 0.81 10.7 4.8 3.00 0.72 0.20 1.03
68626 2011-11-28 23:15:38 -14.6 10.6 1.00 0.03 0.22 0.81 10.2 4.8 3.00 0.72 0.20 1.03
68627 2011-11-28 23:45:40 -15.1 10.6 1.00 0.03 0.22 0.81 9.7 4.8 3.00 0.72 0.20 1.03
68628 2011-11-29 00:15:52 -15.6 10.6 1.00 0.03 0.22 0.81 9.2 4.8 3.00 0.72 0.20 1.03
68629 2011-11-29 00:46:18 -16.1 10.6 1.00 0.03 0.22 0.81 8.6 4.8 3.00 0.72 0.20 1.03
68630 2011-11-29 01:16:13 -16.6 10.6 1.00 0.03 0.22 0.81 8.1 4.8 3.00 0.72 0.20 1.03
68637 2011-11-29 21:17:08 -11.9 4.8 3.00 0.72 0.20 1.03 11.2 3.6 3.00 0.05 0.22 1.03
68638 2011-11-29 21:47:27 -12.4 4.8 3.00 0.72 0.20 1.03 10.7 3.6 3.00 0.05 0.22 1.03
68639 2011-11-29 22:17:39 -12.9 4.8 3.00 0.72 0.20 1.03 10.2 3.6 3.00 0.05 0.22 1.03
68640 2011-11-29 22:48:53 -13.4 4.8 3.00 0.72 0.20 1.03 9.7 3.6 3.00 0.05 0.22 1.03
68641 2011-11-29 23:18:48 -13.9 4.8 3.00 0.72 0.20 1.03 9.2 3.6 3.00 0.05 0.22 1.03
68642 2011-11-29 23:48:51 -14.4 4.8 3.00 0.72 0.20 1.03 8.7 3.6 3.00 0.05 0.22 1.03
68643 2011-11-30 00:19:02 -14.9 4.8 3.00 0.72 0.20 1.03 8.2 3.6 3.00 0.05 0.22 1.03
68644 2011-11-30 00:51:20 -15.4 4.8 3.00 0.72 0.20 1.03 7.6 3.6 3.00 0.05 0.22 1.03
68645 2011-11-30 01:21:32 -15.9 4.8 3.00 0.72 0.20 1.03 7.1 3.6 3.00 0.05 0.22 1.03
68646 2011-11-30 01:51:43 -16.4 4.8 3.00 0.72 0.20 1.03 6.6 3.6 3.00 0.05 0.22 1.03
68657 2011-11-30 21:56:40 -13.4 3.6 3.00 0.05 0.22 1.03 11.2 2.3 2.00 0.00 0.12 1.50
68658 2011-11-30 22:27:47 -14.0 3.6 3.00 0.05 0.22 1.03 10.7 2.3 2.00 0.00 0.12 1.50
68659 2011-11-30 22:58:54 -14.5 3.6 3.00 0.05 0.22 1.03 10.2 2.3 2.00 0.00 0.12 1.50
68660 2011-11-30 23:29:05 -15.0 3.6 3.00 0.05 0.22 1.03 9.7 2.3 2.00 0.00 0.12 1.50
68661 2011-11-30 23:59:16 -15.5 3.6 3.00 0.05 0.22 1.03 9.2 2.3 2.00 0.00 0.12 1.50
68662 2011-12-01 00:31:27 -16.0 3.6 3.00 0.05 0.22 1.03 8.6 2.3 2.00 0.00 0.12 1.50
68663 2011-12-01 01:01:38 -16.5 3.6 3.00 0.05 0.22 1.03 8.1 2.3 2.00 0.00 0.12 1.50
68664 2011-12-01 01:31:57 -17.0 3.6 3.00 0.05 0.22 1.03 7.6 2.3 2.00 0.00 0.12 1.50
68665 2011-12-01 02:02:08 -17.5 3.6 3.00 0.05 0.22 1.03 7.1 2.3 2.00 0.00 0.12 1.50
68674 2011-12-01 22:32:57 -13.4 2.3 2.00 0.00 0.12 1.50 34.5 3.6 -9999.00 0.00 0.15 0.94
68675 2011-12-01 23:03:41 -13.9 2.3 2.00 0.00 0.12 1.50 33.9 3.6 -9999.00 0.00 0.15 0.94
68676 2011-12-01 23:33:43 -14.4 2.3 2.00 0.00 0.12 1.50 33.4 3.6 -9999.00 0.00 0.15 0.94
68677 2011-12-02 00:03:48 -14.9 2.3 2.00 0.00 0.12 1.50 32.9 3.6 -9999.00 0.00 0.15 0.94
68678 2011-12-02 00:36:06 -15.4 2.3 2.00 0.00 0.12 1.50 32.4 3.6 -9999.00 0.00 0.15 0.94
68679 2011-12-02 01:06:09 -15.9 2.3 2.00 0.00 0.12 1.50 31.9 3.6 -9999.00 0.00 0.15 0.94
68680 2011-12-02 01:36:13 -16.4 2.3 2.00 0.00 0.12 1.50 31.4 3.6 -9999.00 0.00 0.15 0.94
68681 2011-12-02 02:06:30 -16.9 2.3 2.00 0.00 0.12 1.50 30.9 3.6 -9999.00 0.00 0.15 0.94
68685 2011-12-02 23:19:41 -38.2 2.3 2.00 0.00 0.12 1.50 9.7 3.6 -9999.00 0.00 0.15 0.94
68686 2011-12-02 23:50:17 -38.7 2.3 2.00 0.00 0.12 1.50 9.2 3.6 -9999.00 0.00 0.15 0.94
68687 2011-12-03 00:22:28 -39.2 2.3 2.00 0.00 0.12 1.50 8.6 3.6 -9999.00 0.00 0.15 0.94
68688 2011-12-03 00:52:39 -39.7 2.3 2.00 0.00 0.12 1.50 8.1 3.6 -9999.00 0.00 0.15 0.94
68689 2011-12-03 01:22:51 -40.2 2.3 2.00 0.00 0.12 1.50 7.6 3.6 -9999.00 0.00 0.15 0.94
68705 2011-12-04 00:25:21 -15.4 3.6 -9999.00 0.00 0.15 0.94 9.2 5.5 2.00 0.22 0.19 1.02
68707 2011-12-04 01:05:52 -16.1 3.6 -9999.00 0.00 0.15 0.94 8.6 5.5 2.00 0.22 0.19 1.02
68708 2011-12-04 01:47:13 -16.8 3.6 -9999.00 0.00 0.15 0.94 7.9 5.5 2.00 0.22 0.19 1.02
68766 2011-12-13 19:01:34 -9.4 7.3 2.00 0.00 0.08 1.50 13.6 4.1 1.00 0.04 0.04 1.50
68767 2011-12-13 19:31:46 -9.9 7.3 2.00 0.00 0.08 1.50 13.1 4.1 1.00 0.04 0.04 1.50
68778 2011-12-14 19:02:14 -10.4 4.1 1.00 0.04 0.04 1.50 14.4 7.3 2.00 0.02 0.06 1.50
68779 2011-12-14 19:06:36 -10.4 4.1 1.00 0.04 0.04 1.50 14.3 7.3 2.00 0.02 0.06 1.50
68780 2011-12-14 19:12:39 -10.5 4.1 1.00 0.04 0.04 1.50 14.2 7.3 2.00 0.02 0.06 1.50
68782 2011-12-14 19:22:41 -10.7 4.1 1.00 0.04 0.04 1.50 14.0 7.3 2.00 0.02 0.06 1.50
68783 2011-12-14 19:35:16 -10.9 4.1 1.00 0.04 0.04 1.50 13.8 7.3 2.00 0.02 0.06 1.50
68784 2011-12-14 19:57:54 -11.3 4.1 1.00 0.04 0.04 1.50 13.5 7.3 2.00 0.02 0.06 1.50
68795 2011-12-15 19:02:54 -9.6 7.3 2.00 0.02 0.06 1.50 13.5 5.4 2.00 0.00 0.13 1.50
68796 2011-12-15 19:33:06 -10.1 7.3 2.00 0.02 0.06 1.50 12.9 5.4 2.00 0.00 0.13 1.50
68797 2011-12-15 20:03:16 -10.6 7.3 2.00 0.02 0.06 1.50 12.4 5.4 2.00 0.00 0.13 1.50
68798 2011-12-15 20:34:22 -11.2 7.3 2.00 0.02 0.06 1.50 11.9 5.4 2.00 0.00 0.13 1.50
68809 2011-12-16 19:03:31 -10.6 5.4 2.00 0.00 0.13 1.50 14.1 5.1 2.00 0.00 0.05 1.50
68810 2011-12-16 19:33:44 -11.1 5.4 2.00 0.00 0.13 1.50 13.6 5.1 2.00 0.00 0.05 1.50
68811 2011-12-16 20:03:47 -11.6 5.4 2.00 0.00 0.13 1.50 13.1 5.1 2.00 0.00 0.05 1.50
68812 2011-12-16 20:34:53 -12.1 5.4 2.00 0.00 0.13 1.50 12.6 5.1 2.00 0.00 0.05 1.50
68813 2011-12-16 21:05:44 -12.6 5.4 2.00 0.00 0.13 1.50 12.1 5.1 2.00 0.00 0.05 1.50
68814 2011-12-16 21:35:55 -13.1 5.4 2.00 0.00 0.13 1.50 11.6 5.1 2.00 0.00 0.05 1.50
68822 2011-12-17 19:04:07 -9.9 5.1 2.00 0.00 0.05 1.50 37.9 4.9 -9999.00 0.01 0.13 1.50
68823 2011-12-17 19:34:19 -10.4 5.1 2.00 0.00 0.05 1.50 37.4 4.9 -9999.00 0.01 0.13 1.50
68840 2011-12-19 19:57:33 -11.0 4.9 -9999.00 0.01 0.13 1.50 13.8 2.0 -9999.00 1.00 -10.00 -10.00
68841 2011-12-19 20:29:29 -11.5 4.9 -9999.00 0.01 0.13 1.50 13.3 2.0 -9999.00 1.00 -10.00 -10.00
68842 2011-12-19 21:00:35 -12.0 4.9 -9999.00 0.01 0.13 1.50 12.7 2.0 -9999.00 1.00 -10.00 -10.00
68843 2011-12-19 21:30:45 -12.5 4.9 -9999.00 0.01 0.13 1.50 12.2 2.0 -9999.00 1.00 -10.00 -10.00
68844 2011-12-19 22:01:59 -13.0 4.9 -9999.00 0.01 0.13 1.50 11.7 2.0 -9999.00 1.00 -10.00 -10.00
68845 2011-12-19 22:32:10 -13.5 4.9 -9999.00 0.01 0.13 1.50 11.2 2.0 -9999.00 1.00 -10.00 -10.00
68846 2011-12-19 23:02:28 -14.0 4.9 -9999.00 0.01 0.13 1.50 10.7 2.0 -9999.00 1.00 -10.00 -10.00
68847 2011-12-19 23:32:45 -14.5 4.9 -9999.00 0.01 0.13 1.50 10.2 2.0 -9999.00 1.00 -10.00 -10.00
68855 2011-12-22 19:06:50 -9.6 1.7 2.00 0.06 0.09 1.50 13.5 8.8 2.00 0.00 0.14 1.50
68856 2011-12-22 19:37:01 -10.1 1.7 2.00 0.06 0.09 1.50 13.0 8.8 2.00 0.00 0.14 1.50
68857 2011-12-22 20:08:55 -10.6 1.7 2.00 0.06 0.09 1.50 12.4 8.8 2.00 0.00 0.14 1.50
68858 2011-12-22 20:39:15 -11.2 1.7 2.00 0.06 0.09 1.50 11.9 8.8 2.00 0.00 0.14 1.50
68859 2011-12-22 21:09:41 -11.7 1.7 2.00 0.06 0.09 1.50 11.4 8.8 2.00 0.00 0.14 1.50
68860 2011-12-22 21:40:55 -12.2 1.7 2.00 0.06 0.09 1.50 10.9 8.8 2.00 0.00 0.14 1.50
68861 2011-12-22 22:10:57 -12.7 1.7 2.00 0.06 0.09 1.50 10.4 8.8 2.00 0.00 0.14 1.50
68862 2011-12-22 22:41:15 -13.2 1.7 2.00 0.06 0.09 1.50 9.9 8.8 2.00 0.00 0.14 1.50
68863 2011-12-22 23:11:34 -13.7 1.7 2.00 0.06 0.09 1.50 9.4 8.8 2.00 0.00 0.14 1.50
68864 2011-12-22 23:41:53 -14.2 1.7 2.00 0.06 0.09 1.50 8.9 8.8 2.00 0.00 0.14 1.50
68865 2011-12-23 00:11:48 -14.7 1.7 2.00 0.06 0.09 1.50 8.4 8.8 2.00 0.00 0.14 1.50
68866 2011-12-23 00:41:43 -15.2 1.7 2.00 0.06 0.09 1.50 7.9 8.8 2.00 0.00 0.14 1.50
68867 2011-12-23 01:11:38 -15.7 1.7 2.00 0.06 0.09 1.50 7.4 8.8 2.00 0.00 0.14 1.50
68868 2011-12-23 01:42:20 -16.2 1.7 2.00 0.06 0.09 1.50 6.9 8.8 2.00 0.00 0.14 1.50
68869 2011-12-23 02:12:48 -16.7 1.7 2.00 0.06 0.09 1.50 6.4 8.8 2.00 0.00 0.14 1.50
68880 2011-12-23 19:38:50 -11.1 8.8 2.00 0.00 0.14 1.50 13.7 3.1 2.00 0.00 0.08 1.50
68884 2011-12-23 22:44:05 -14.2 8.8 2.00 0.00 0.14 1.50 10.6 3.1 2.00 0.00 0.08 1.50
68885 2011-12-23 23:15:13 -14.7 8.8 2.00 0.00 0.14 1.50 10.1 3.1 2.00 0.00 0.08 1.50
68886 2011-12-23 23:29:45 -14.9 8.8 2.00 0.00 0.14 1.50 9.8 3.1 2.00 0.00 0.08 1.50
68891 2011-12-24 00:37:49 -16.0 8.8 2.00 0.00 0.14 1.50 8.7 3.1 2.00 0.00 0.08 1.50
68892 2011-12-24 01:08:40 -16.6 8.8 2.00 0.00 0.14 1.50 8.2 3.1 2.00 0.00 0.08 1.50
68893 2011-12-24 01:39:30 -17.1 8.8 2.00 0.00 0.14 1.50 7.7 3.1 2.00 0.00 0.08 1.50
68894 2011-12-24 02:09:56 -17.6 8.8 2.00 0.00 0.14 1.50 7.2 3.1 2.00 0.00 0.08 1.50
68903 2011-12-25 00:07:23 -14.8 3.1 2.00 0.00 0.08 1.50 8.3 9.0 2.00 0.00 0.14 1.50
68904 2011-12-25 00:50:58 -15.5 3.1 2.00 0.00 0.08 1.50 7.6 9.0 2.00 0.00 0.14 1.50
68905 2011-12-25 01:21:00 -16.0 3.1 2.00 0.00 0.08 1.50 7.1 9.0 2.00 0.00 0.14 1.50
68906 2011-12-25 01:51:42 -16.5 3.1 2.00 0.00 0.08 1.50 6.6 9.0 2.00 0.00 0.14 1.50
68917 2011-12-25 21:44:14 -13.3 9.0 2.00 0.00 0.14 1.50 11.3 5.5 -9999.00 1.00 -10.00 -10.00
68918 2011-12-25 22:14:49 -13.8 9.0 2.00 0.00 0.14 1.50 10.8 5.5 -9999.00 1.00 -10.00 -10.00
68919 2011-12-25 22:44:44 -14.3 9.0 2.00 0.00 0.14 1.50 10.3 5.5 -9999.00 1.00 -10.00 -10.00
68922 2011-12-26 00:36:23 -16.2 9.0 2.00 0.00 0.14 1.50 8.5 5.5 -9999.00 1.00 -10.00 -10.00
68923 2011-12-26 01:07:17 -16.7 9.0 2.00 0.00 0.14 1.50 8.0 5.5 -9999.00 1.00 -10.00 -10.00
68924 2011-12-26 01:38:07 -17.2 9.0 2.00 0.00 0.14 1.50 7.4 5.5 -9999.00 1.00 -10.00 -10.00
68925 2011-12-26 02:08:18 -17.7 9.0 2.00 0.00 0.14 1.50 6.9 5.5 -9999.00 1.00 -10.00 -10.00
68933 2011-12-26 19:08:34 -10.1 5.5 -9999.00 1.00 -10.00 -10.00 14.7 17.9 -9999.00 1.00 -10.00 -10.00
68935 2011-12-26 22:47:41 -13.7 5.5 -9999.00 1.00 -10.00 -10.00 11.0 17.9 -9999.00 1.00 -10.00 -10.00
68936 2011-12-26 23:23:53 -14.3 5.5 -9999.00 1.00 -10.00 -10.00 10.4 17.9 -9999.00 1.00 -10.00 -10.00
68937 2011-12-27 00:37:11 -15.5 5.5 -9999.00 1.00 -10.00 -10.00 9.2 17.9 -9999.00 1.00 -10.00 -10.00
68938 2011-12-27 01:07:13 -16.0 5.5 -9999.00 1.00 -10.00 -10.00 8.7 17.9 -9999.00 1.00 -10.00 -10.00
68939 2011-12-27 01:37:48 -16.5 5.5 -9999.00 1.00 -10.00 -10.00 8.2 17.9 -9999.00 1.00 -10.00 -10.00
68940 2011-12-27 02:07:59 -17.0 5.5 -9999.00 1.00 -10.00 -10.00 7.7 17.9 -9999.00 1.00 -10.00 -10.00
68949 2011-12-27 19:50:31 -10.0 17.9 -9999.00 1.00 -10.00 -10.00 13.1 5.3 -9999.00 0.01 0.13 1.50
68950 2011-12-27 20:20:44 -10.5 17.9 -9999.00 1.00 -10.00 -10.00 12.6 5.3 -9999.00 0.01 0.13 1.50
68951 2011-12-27 20:50:55 -11.0 17.9 -9999.00 1.00 -10.00 -10.00 12.1 5.3 -9999.00 0.01 0.13 1.50
68952 2011-12-27 21:22:17 -11.5 17.9 -9999.00 1.00 -10.00 -10.00 11.5 5.3 -9999.00 0.01 0.13 1.50
68953 2011-12-27 21:52:35 -12.0 17.9 -9999.00 1.00 -10.00 -10.00 11.0 5.3 -9999.00 0.01 0.13 1.50
68954 2011-12-27 22:22:54 -12.5 17.9 -9999.00 1.00 -10.00 -10.00 10.5 5.3 -9999.00 0.01 0.13 1.50
68955 2011-12-27 22:53:12 -13.1 17.9 -9999.00 1.00 -10.00 -10.00 10.0 5.3 -9999.00 0.01 0.13 1.50
68956 2011-12-27 23:23:31 -13.6 17.9 -9999.00 1.00 -10.00 -10.00 9.5 5.3 -9999.00 0.01 0.13 1.50
68957 2011-12-27 23:53:26 -14.1 17.9 -9999.00 1.00 -10.00 -10.00 9.0 5.3 -9999.00 0.01 0.13 1.50
68958 2011-12-28 00:23:21 -14.6 17.9 -9999.00 1.00 -10.00 -10.00 8.5 5.3 -9999.00 0.01 0.13 1.50
68959 2011-12-28 00:53:23 -15.1 17.9 -9999.00 1.00 -10.00 -10.00 8.0 5.3 -9999.00 0.01 0.13 1.50
68960 2011-12-28 01:24:14 -15.6 17.9 -9999.00 1.00 -10.00 -10.00 7.5 5.3 -9999.00 0.01 0.13 1.50
68961 2011-12-28 01:59:47 -16.2 17.9 -9999.00 1.00 -10.00 -10.00 6.9 5.3 -9999.00 0.01 0.13 1.50
68974 2011-12-28 20:29:08 -11.6 5.3 -9999.00 0.01 0.13 1.50 13.1 9.4 2.00 0.00 0.08 1.50
68975 2011-12-28 20:59:19 -12.1 5.3 -9999.00 0.01 0.13 1.50 12.6 9.4 2.00 0.00 0.08 1.50
68976 2011-12-28 21:30:26 -12.6 5.3 -9999.00 0.01 0.13 1.50 12.1 9.4 2.00 0.00 0.08 1.50
68977 2011-12-28 22:00:37 -13.1 5.3 -9999.00 0.01 0.13 1.50 11.6 9.4 2.00 0.00 0.08 1.50
68978 2011-12-28 22:30:56 -13.6 5.3 -9999.00 0.01 0.13 1.50 11.1 9.4 2.00 0.00 0.08 1.50
68979 2011-12-28 23:01:16 -14.1 5.3 -9999.00 0.01 0.13 1.50 10.6 9.4 2.00 0.00 0.08 1.50
68980 2011-12-28 23:31:26 -14.6 5.3 -9999.00 0.01 0.13 1.50 10.1 9.4 2.00 0.00 0.08 1.50
68981 2011-12-29 00:01:21 -15.1 5.3 -9999.00 0.01 0.13 1.50 9.6 9.4 2.00 0.00 0.08 1.50
68982 2011-12-29 00:31:23 -15.6 5.3 -9999.00 0.01 0.13 1.50 9.1 9.4 2.00 0.00 0.08 1.50
68983 2011-12-29 01:01:34 -16.1 5.3 -9999.00 0.01 0.13 1.50 8.6 9.4 2.00 0.00 0.08 1.50
68984 2011-12-29 01:32:02 -16.6 5.3 -9999.00 0.01 0.13 1.50 8.0 9.4 2.00 0.00 0.08 1.50
68985 2011-12-29 02:02:13 -17.1 5.3 -9999.00 0.01 0.13 1.50 7.5 9.4 2.00 0.00 0.08 1.50
68997 2011-12-29 21:05:01 -11.5 9.4 2.00 0.00 0.08 1.50 11.6 3.5 1.00 0.00 0.18 0.00
68998 2011-12-29 21:35:20 -12.0 9.4 2.00 0.00 0.08 1.50 11.1 3.5 1.00 0.00 0.18 0.00
68999 2011-12-29 22:05:38 -12.5 9.4 2.00 0.00 0.08 1.50 10.6 3.5 1.00 0.00 0.18 0.00
69000 2011-12-29 22:35:49 -13.0 9.4 2.00 0.00 0.08 1.50 10.1 3.5 1.00 0.00 0.18 0.00
69001 2011-12-29 23:06:08 -13.5 9.4 2.00 0.00 0.08 1.50 9.6 3.5 1.00 0.00 0.18 0.00
69002 2011-12-29 23:36:10 -14.0 9.4 2.00 0.00 0.08 1.50 9.1 3.5 1.00 0.00 0.18 0.00
69003 2011-12-30 00:06:12 -14.5 9.4 2.00 0.00 0.08 1.50 8.6 3.5 1.00 0.00 0.18 0.00
69004 2011-12-30 00:36:24 -15.0 9.4 2.00 0.00 0.08 1.50 8.1 3.5 1.00 0.00 0.18 0.00
69005 2011-12-30 01:06:59 -15.5 9.4 2.00 0.00 0.08 1.50 7.6 3.5 1.00 0.00 0.18 0.00
69006 2011-12-30 01:37:10 -16.0 9.4 2.00 0.00 0.08 1.50 7.0 3.5 1.00 0.00 0.18 0.00
69007 2011-12-30 02:07:28 -16.5 9.4 2.00 0.00 0.08 1.50 6.5 3.5 1.00 0.00 0.18 0.00
69017 2011-12-30 21:45:51 -13.1 3.5 1.00 0.00 0.18 0.00 11.7 6.9 2.00 0.00 0.07 1.50
69018 2011-12-30 22:16:03 -13.6 3.5 1.00 0.00 0.18 0.00 11.1 6.9 2.00 0.00 0.07 1.50
69019 2011-12-30 22:46:14 -14.1 3.5 1.00 0.00 0.18 0.00 10.6 6.9 2.00 0.00 0.07 1.50
69020 2011-12-30 23:16:33 -14.6 3.5 1.00 0.00 0.18 0.00 10.1 6.9 2.00 0.00 0.07 1.50
69021 2011-12-30 23:46:28 -15.1 3.5 1.00 0.00 0.18 0.00 9.6 6.9 2.00 0.00 0.07 1.50
69022 2011-12-31 00:16:24 -15.6 3.5 1.00 0.00 0.18 0.00 9.1 6.9 2.00 0.00 0.07 1.50
69023 2011-12-31 00:46:19 -16.1 3.5 1.00 0.00 0.18 0.00 8.6 6.9 2.00 0.00 0.07 1.50
69024 2011-12-31 01:16:54 -16.6 3.5 1.00 0.00 0.18 0.00 8.1 6.9 2.00 0.00 0.07 1.50
69025 2011-12-31 01:47:13 -17.1 3.5 1.00 0.00 0.18 0.00 7.6 6.9 2.00 0.00 0.07 1.50
69026 2011-12-31 02:17:32 -17.6 3.5 1.00 0.00 0.18 0.00 7.1 6.9 2.00 0.00 0.07 1.50
69035 2011-12-31 22:13:23 -12.8 6.9 2.00 0.00 0.07 1.50 10.3 5.3 2.00 0.00 0.17 0.83
69036 2011-12-31 22:43:41 -13.3 6.9 2.00 0.00 0.07 1.50 9.8 5.3 2.00 0.00 0.17 0.83
69037 2011-12-31 23:13:43 -13.8 6.9 2.00 0.00 0.07 1.50 9.3 5.3 2.00 0.00 0.17 0.83
69038 2011-12-31 23:43:38 -14.3 6.9 2.00 0.00 0.07 1.50 8.8 5.3 2.00 0.00 0.17 0.83
69039 2012-01-01 00:13:41 -14.8 6.9 2.00 0.00 0.07 1.50 8.3 5.3 2.00 0.00 0.17 0.83
69040 2012-01-01 00:43:44 -15.3 6.9 2.00 0.00 0.07 1.50 7.8 5.3 2.00 0.00 0.17 0.83
69041 2012-01-01 01:14:20 -15.8 6.9 2.00 0.00 0.07 1.50 7.3 5.3 2.00 0.00 0.17 0.83
69042 2012-01-01 01:44:46 -16.3 6.9 2.00 0.00 0.07 1.50 6.8 5.3 2.00 0.00 0.17 0.83
69043 2012-01-01 02:15:05 -16.8 6.9 2.00 0.00 0.07 1.50 6.2 5.3 2.00 0.00 0.17 0.83
69054 2012-01-01 22:48:00 -14.3 5.3 2.00 0.00 0.17 0.83 10.4 3.0 2.00 0.00 0.08 1.50
69055 2012-01-01 23:18:44 -14.8 5.3 2.00 0.00 0.17 0.83 9.9 3.0 2.00 0.00 0.08 1.50
69056 2012-01-01 23:48:40 -15.3 5.3 2.00 0.00 0.17 0.83 9.4 3.0 2.00 0.00 0.08 1.50
69057 2012-01-02 00:18:50 -15.8 5.3 2.00 0.00 0.17 0.83 8.9 3.0 2.00 0.00 0.08 1.50
69058 2012-01-02 00:48:45 -16.3 5.3 2.00 0.00 0.17 0.83 8.4 3.0 2.00 0.00 0.08 1.50
69060 2012-01-02 01:27:04 -17.0 5.3 2.00 0.00 0.17 0.83 7.7 3.0 2.00 0.00 0.08 1.50
69070 2012-01-02 23:24:19 -14.2 3.0 2.00 0.00 0.08 1.50 33.6 6.8 -9999.00 0.50 0.12 0.00
69071 2012-01-02 23:54:31 -14.7 3.0 2.00 0.00 0.08 1.50 33.1 6.8 -9999.00 0.50 0.12 0.00
69072 2012-01-03 00:25:14 -15.3 3.0 2.00 0.00 0.08 1.50 32.6 6.8 -9999.00 0.50 0.12 0.00
69073 2012-01-03 00:55:25 -15.8 3.0 2.00 0.00 0.08 1.50 32.1 6.8 -9999.00 0.50 0.12 0.00
69074 2012-01-03 01:25:36 -16.3 3.0 2.00 0.00 0.08 1.50 31.6 6.8 -9999.00 0.50 0.12 0.00
69075 2012-01-03 01:55:47 -16.8 3.0 2.00 0.00 0.08 1.50 31.1 6.8 -9999.00 0.50 0.12 0.00
69112 2012-01-05 01:09:05 -16.2 6.8 -9999.00 0.50 0.12 0.00 8.6 2.0 2.00 0.00 0.10 1.50
69113 2012-01-05 01:40:37 -16.7 6.8 -9999.00 0.50 0.12 0.00 8.1 2.0 2.00 0.00 0.10 1.50
69114 2012-01-05 02:10:48 -17.2 6.8 -9999.00 0.50 0.12 0.00 7.6 2.0 2.00 0.00 0.10 1.50
69164 2012-01-06 01:31:40 -15.8 2.0 2.00 0.00 0.10 1.50 7.3 8.7 1.00 0.00 0.24 0.87
69165 2012-01-06 02:01:50 -16.3 2.0 2.00 0.00 0.10 1.50 6.8 8.7 1.00 0.00 0.24 0.87
69215 2012-01-13 20:12:33 -11.3 3.0 -9999.00 0.38 0.12 1.50 13.4 6.3 -9999.00 1.00 -10.00 -10.00
69255 2012-01-17 20:40:36 -12.2 1.9 -9999.00 0.99 -10.00 -10.00 12.5 4.4 2.00 0.00 0.12 1.50
69256 2012-01-17 21:11:02 -12.7 1.9 -9999.00 0.99 -10.00 -10.00 12.0 4.4 2.00 0.00 0.12 1.50
69257 2012-01-17 21:41:13 -13.2 1.9 -9999.00 0.99 -10.00 -10.00 11.5 4.4 2.00 0.00 0.12 1.50
69377 2012-01-23 19:09:34 -9.7 7.7 2.00 0.14 0.12 1.50 13.4 2.2 1.00 0.00 0.05 1.50
69378 2012-01-23 19:28:09 -10.0 7.7 2.00 0.14 0.12 1.50 13.1 2.2 1.00 0.00 0.05 1.50
69379 2012-01-23 19:49:47 -10.3 7.7 2.00 0.14 0.12 1.50 12.8 2.2 1.00 0.00 0.05 1.50
69380 2012-01-23 20:20:05 -10.8 7.7 2.00 0.14 0.12 1.50 12.2 2.2 1.00 0.00 0.05 1.50
69381 2012-01-23 20:53:49 -11.4 7.7 2.00 0.14 0.12 1.50 11.7 2.2 1.00 0.00 0.05 1.50
69382 2012-01-23 21:24:00 -11.9 7.7 2.00 0.14 0.12 1.50 11.2 2.2 1.00 0.00 0.05 1.50
69383 2012-01-23 21:54:11 -12.4 7.7 2.00 0.14 0.12 1.50 10.7 2.2 1.00 0.00 0.05 1.50
69384 2012-01-23 21:58:20 -12.5 7.7 2.00 0.14 0.12 1.50 10.6 2.2 1.00 0.00 0.05 1.50
